feature-id	frequency
f923aecd1a134d6ef5478b526875f3de	57
17ebff7f532028dfcc5b8b295f0bd131	57
934aafcb2b241383d450fca20f54c2df	56
63a62fc5b0fefe793839ac62ae3e8107	56
f89206272c9fc07b95a35745777b2867	56
d03da8f1b8b0624af9cd75dc71a015a4	56
b3ac551579e5e3686fb03ea540815442	56
454d90abfc629ed2f957942a7d39f6af	56
9816a1b00fa7ecf118c9307e09f5aec2	55
a8d7118fc04ba8a8ba44b11abed370e1	54
152c632e30adb43822f166b24dac84f5	54
40b0c7a9c620b8aa449473a1d18251f8	54
aed08603daecbc7cd9eb55cb191b8b22	54
e1e0e72c518ccbeb2afe12f9727fbda8	54
bf969a6ffa789e9c660973fe6435e063	53
e8bcfe60327a747f2107fb12e80afd59	53
9e78894f1ea0f06519b9a4fc36c39904	53
b7b0815e572a32491ddce01fce481c89	53
39353f2cc70654bbb52b9bb027dbd8e7	53
663fb1ec9821bcb5c8e6f48ea229e7f6	52
228a2239934599a408b2fce5a9b559a4	51
9ef7dca66f7b5278972fdc6a95a1d7c3	51
1083b9bd7e0b615dff215da505e4c636	51
f94e45117ae528f6fb91d4c219c4885f	51
675287333c511d3ab9a125b4f5b53104	50
764e5b06cce9445a87165a0cb4dfdd8e	49
810e3c7b85a2da3576aef3bc9cb830b2	49
3725d82ed4ff504a9c7bcda8ce55f2f3	49
0be382086b178a6772fca08ee2530597	48
bfd9778d3abcbcce7d9208cb7db1d578	48
20a7bd6e22df5939448017ac1be7bcd4	48
95f466447ca27edd82dcd05568e2bd85	47
47f09c1f3e1c1dec5ab3e00195037958	47
f891fe5e490289d399189824e8cfa756	47
4d969cf0c0ac5734ec1939e323645370	47
b300f47f0401c217201eccd58cc7b3c2	47
c772bc0db24a07a73a4cf4515408c951	46
79d1e0f939419e41d10a240c0392e442	46
d7238e1fb3c8f28f956d22a6c88a1b5e	45
480b371bd3fd8e3d07e710ca8f1a06a2	45
f9f0ebee83aea4145721411df1372ee2	45
3bd98c7ee1686ac3f1396d0400baed89	45
1807d1a3597601b9682ade377a9d44bf	45
81ff99e38d447fbb1426312bbe78c714	45
8f1ef8f846eea6c98cff57dcd4cdf032	44
2bdbd99d0a05083249a5a6fb1d0696ee	44
388c809c0230910a88b0ca661f93030d	44
36d9a8e2c4ba3d927d209373783d1ccc	44
b539f041631d34f363117be897869317	43
6a3d2653a2a491d5cb3ebdcf5de80f68	43
f2cc4798e737b77938562fcb74ef7d33	43
a1b693472022fdf2e910f428a8e2fdf7	43
9da10fd7740af2d3b99d8bca62309db9	43
bdd519b0745179077c1da21fa5b723e0	43
fa91ae3f930f43a4e9cbf12ddb0c20c3	43
5f5f1262b92a3716b9603f098ee75197	43
f62634f3cbf7f072ac75a3b0915f7934	43
07e45dcc98d8f69f48edaac8736ad8da	42
cb8e00bed7d78a10e0a334c399e5c0b2	42
de30a0ddb88c3c50eef86a2a9e8b261f	42
79beda45036faf832b1d3b19e78954c8	42
b59a1331679fe35ea1f52c1ba3111279	41
6fa7382fc1ed4fd137d51a8c4854128d	41
77d20e3a10372859cebf669b95255d39	41
f4262b0c890a81a3f0b2c156beee0d67	41
c897280ff1f1fa6aa00b15d946f2bf1d	41
33f7a70b8936be3d1313c8bebccd1822	40
9842937dd0d51884358b1d1282ebf0ce	40
bc407ea787f972b4aad5f6e1c297d5da	40
31f121c16c36b8c09d613e61417d9cd1	40
062882aac2ef2edd53ad695a39adbac3	40
b113c8fbe2fb5e06b2aead483a59a01f	39
89c6d11306d601e52b47900bb5420788	39
5937ae8fb20271573a174823f9bce3ed	39
02d760007126a18bd797fe30788f81bf	39
bf62c3433c734e09837e339566e951c1	39
623f32b63d544964fa4a3451840c962e	39
00a6261bdd63237d29a8ca32b82f84bb	38
7e4802f670945ccaa5300664f1dc875a	38
1af1716a8c09e55bb4a66d61f0691db7	38
f2973db4d6f888d5eb22ae34d952a575	38
600c6a8edc5e57a61479e3ba328986fd	38
3f656098c462b2b4e02d687237b1c8c3	38
bd6b89c793f3ec4bc612011a2ddb4f39	38
7b5c6cfafb03e03b35916ed8df350978	37
770b418d3c65a151f620d2737c9c280c	37
a409d77c3db0df0f4712cf59d9793be9	37
71640e3ab304c1a32302bfda4eb22cf3	37
7690558d84dd18a1b565aa546fb7f7f4	36
bfb6e8264686d00f62e97d7d20b5d7df	36
48b114bf10f7f2277364457b94a7d5c2	36
f317d87b8a317ed7e846d2cfd72ed23b	36
7e9eb0acf89d8f67d4433e8dbfabbd4b	36
d3a1af1773c4843d9c1ba29c3d055835	36
95d5927858fbbb459f9b8d3f3db83efa	36
f0d716ae7f9c820ce1d20df1183bc3f7	36
0649cad21216e2d0f24dff9eb105ce44	35
bc7979140c0e9a1b0362c89fecb5fe78	35
273f9b90ba1f4949d4e912caa6e6a64f	35
887efa6c8f2efe8b10ef6cc91524f30e	35
437f8124a0f9c729f8670f3aa6ca0744	35
2b32742b64624f9957cba204bcf6eba2	35
b0c53ca038edba6cacab9c77c02abfcb	35
e0ad41b236e62f7d39b9f06e4529aaa6	35
2f820d55571ac6fe85a30410ffae845e	35
fe5f758ea662a8c2fbb35f3f8c378c33	35
f78d64b5be4eccdbf2a4f32fa03b73ee	34
b7faafb0ec71f17935154e411898efdb	34
293ed3f79b636251a308665b0417da78	34
77211549e763a7cfe3b45380018dc68c	33
19d2af7b904307568cca240713197400	33
b0c48c884a6b19f34f4a287ee156cf1e	33
32e8e297136166d0b037664bf2db9387	33
86a6829a7043b2c6d1562851abe994d5	33
51c684be6d2bc81ed242464926c1c927	33
335f8f0d768909223509dde5f3d3e1dd	33
acd971b7ceff7b177c40b76f1c7b65c1	33
a7904472355dd419fb710597105d5940	33
6e2fdbaa7907e6b582d6348c8f2eb55e	32
055fd693fefff372ec7e83501e41716f	32
f35e49392c9aeb4123579a4857d1b0a6	32
149270ca24562a2011c7d0ef662df401	32
78932745ad6edc0d6350fa1f1ad1bd0b	32
fce2a3508183423021cc940358259f97	32
2e0cd1d216347d21922f490947e9a7e7	32
92b951cb4c28bfc6a6c868005724ae66	31
0f5dc984087db85b4129d6399d493aec	31
ae92f810c957a205674383ea645edea6	31
35d37cb6ac033a0be8d20de5035ed080	31
7211c30c1d9c88409c1a554008806373	31
a723f60cdc7a8705ca13589526bd3c33	31
36af68fff9abd9ad37c5e2dcd3f6cdf5	31
7cb36029d9654519f2f9041c596a194c	31
3754d4155897b4e786b88f995b1bcf86	30
12fabad58ddfe46a402f9bff26e3aafc	30
705a4ae0f385a8239d3227bdf6ff9a78	30
6a8d352ef420a72ef9634b79e2d410e7	30
840fb2536c51d1e98bfc280c53c81431	30
b41e220def4543d9208c8364fa12b1cb	30
212c6f30a0913698839006df658c2eba	30
39d22d6912498052a566be578cdd3e0a	30
076a7b5d5ffd36ad02972396e931b30e	30
637a047098382cb8a809c2408df95866	29
cc5182deaee45cff786991e9ba5b6f3e	29
5ee87bd917b77d076b6ff2933454d213	29
ae9cab27d924291d2d7ad2ecfce65488	29
67c529c3a2dc58774043011a98f26130	29
8df9322b919e5d845575f3cd5916d196	29
a2c01057415628643323c5021cba161b	29
f7f852aae39a05da19a4a575c4fd263b	29
e3f1b7ab8cda2950d2912288ce3f7f8e	29
00a9ba8baf9f6ac182217bb2b174d64d	29
593b7f4391411dbfa16f96eee3cfa7b5	28
83b00764e2e1aadb8ea5ecb431d2ef18	28
12e3d9840d163fa8399e8f0941b382ce	28
03c18d4802ac5a1cefc714486fffbf7d	28
c9ac38b0fe284f2acecc51695f001cd9	28
1ad5b4a095313a037e2c215902d7649d	28
6a3a6e39a3a0537858a030b1d6e9abc4	28
33d2bc8492f1329d6e06abb3a1ca8163	28
3d0e092f7e86f6522b85956f421d65d9	28
1305ab5e22706bfa713f620044aae607	28
458806f30635ca4b505ea883fbd9e3b6	28
35b4d0e332ba0739b158bbb31f6fc3fd	28
e358c9718ac3afc525cdc8255dcf45b6	28
b21aee3f3614a21964455c52571128c2	27
0f3335ca61138d142fb0cb91072f709d	27
cf8cc28c3e5d44cc3d5c6002ebe86c60	27
adff6d3ed9f35857546a2d9f760d06e4	27
d65ed219ae25a8d341d2759d169fe19d	27
e6e80872df0ad6272f6cf23197298591	27
e8092bb8d2e78b075541b44a1b973bc4	27
e6d05f36cb472714a61b03945a7c141d	27
c1aa1299b472a76521b8e2091ade3fcd	27
31abbaee4fe1defef45e7cf8a9f84010	27
26e94b581420ce3abed5088519ccfc79	26
e257ce98cb7381be40d6edd8dad8dae7	26
db023881e1bd7ab35487a35f134ad346	26
872cbbde93fa370ac6178a50b65c2451	26
029524347cd809097a2a51b331259abb	26
c54a867a2256038e88a6659eae3d9f62	26
8d1f616070e78894a15bf3cb6cc34889	26
61620529b0854929340672e872165805	26
3cb5b8249ec73379f1f48943eb505867	26
0ded4ef4aca74b034c36409198c0be66	26
f122e33d04ad8eeedbdc7d4f438dab3c	26
f35b214a08398d37deb489a6aa66b3b4	26
577a6b34f35ad74930fe09fa9e6bedf1	25
b1bb027b07eed4691fac1dec0b40ad9a	25
c23b32d3442310eec884efe06d7b1675	25
62aedfd1828ae28d57217f9a29a6dd49	25
c6c93b62f901bd9939ba8ce5981f4d6e	25
8c804a21889df2eedfdbec1fa09a5360	25
06507fed7ef5226a06f0c65604d6d78d	25
16088f9954cff2b214ab6698276a3078	25
b37e9b35c6202bcc9b73736cc1ecd6b7	24
20c1964fde5de5db8bcfc629b3b7c4c2	24
946362bc325945136b4a27365a901fd7	24
9a8f75c35994027234ebcbae0d7a98cc	24
35580adc0bb870536bccfd355bab50f9	24
e17d128663e454cadf9df7b876fa27e4	24
70da2a18c836f637b8fc8c650d86baf1	24
2d1ab154091219de3bfe5fbf19b5a812	24
90e130782cc9f6035265b77d0ca0ce20	24
7478808efa6a5c5b04833e7f9f39505b	23
498ecd10ee01e778f837ac92219423c7	23
d509fce69db6a787483e192c2c123981	23
1b9dd01982a34e0d282b0ebf45365c55	23
b0b4483854695e478954440d2d0a2694	23
5e1ba36f9d1f39b0b25e00b4cc41fdaa	23
6cb9ae22f572fe1f7920583d5ded1235	23
997bc41259256cab31699a3f9cb17301	23
3ea83c1a6b575b80891661be7ee4b82d	23
c60ca69338442a7bd5d36f7c5643363c	23
deb20ea2305dde8895ceba66902fd31e	23
86d721c9d6f5405ad7304d3e6522226a	23
e1b6a0aac0d10dce6569c8f707a9c682	23
83a262bb5df6d61feddd7ab1c7f0a12c	22
0b58b1cfc000a9c32653374c48f11178	22
242717fd75866b302ab088ceb9fcbbb0	22
cccff1768022519b9e06f51ee40edba4	22
6ff5c2ed5a890e9fa31fce9cc4e926ea	22
11b61e4f1267f07ee251b9a3ead17ef7	22
a3c6459a8874842e394f4682e33e57ef	22
565e50a8de7426c48436b4f67d3fdb29	22
f523850567ed446809f4ecc501128499	22
01bc7d0cea7e824a860c8854421a8cf6	22
513bbfcad9c0a2ed1b88e28bf71ea460	21
3e1dc9f224c95748e175bc70de97e25f	21
d8167084b3387bd754479e32250ab3b9	21
3fd6e6a6c92a30d8c8a42f17cc0f9559	21
14ce19f5ccbd86788ae99673934e587e	21
b6b823ae92cf7d062bd783f38d307c05	21
2f5ca6e348c9133ac136c8993f7b3408	21
69d6865185c01de866ceae20b55e29d1	21
dc2939d6d6b0b310985f5277d278b61a	21
a03354f86f0abdcfa2c8728720c262e8	21
fa371579dbc2b20a6f0b3aecf609d22a	20
4930abc18bba8117554541a8412c4413	20
6fe41176dfc013d14e837e2a8cdb2827	20
5ef0c12d0ea94293aac9ed738e51551b	20
435fe6b45abe5a16033b7d7740bdf8f5	20
92f278fd6eaa1483a725de546a30cbd0	20
bcbc70dafb179a9b662d11c412684d09	20
838ff77fc23913a3dae9f4ccef20045e	20
d4bacbc9df23ed99cf8f5d57d45897a5	20
20c7842f5be7a9ac2b976478e30f0693	20
8195b426547ffe1e5eea6fbf6ed5866f	20
60a76158659fba24847b0abdeb4b01d4	19
8c90d4455b4bcce982b1669af57a4b30	19
10eaea6294b5b7ceebcc9862c3efca6b	19
61e995b53890a43113680410140692dc	19
201306df64acca5722ac09478a86b187	19
cc0a56a092b3a51a35fca2ee9417096c	19
02f55585b4ab5415fbed929fb66cb2c2	19
3ea8babb889a2f0fb7cd2f9b453f49c0	19
9533d37838b7a6345ae3ade3c653d4c9	19
5d4e611847953c18c825aee631da5c58	19
6421eb994a97a94d13635aa4168b98eb	19
ab3a42e5cda702f28ec590f8e3a66c4d	19
d98f64755cf14d3910bbd69298d6c8f5	19
6cbcfcbd2cfa8b37ade6593d5c6569f4	19
703f805aab62fbffe1294a3e16c3c06c	19
a4c912a962135626dbe1961d3446160c	19
624cf1d4a3aea760148470452142cf30	19
4744983e8d98298d6ec811aae919d889	18
5ee4a7e2e6ed4a9f6fe0d492a1d9ff23	18
447519ba43ccd6eb598fd952cdf9b6c8	18
cacd7780ee1e9d8e9d3ddefbd7ea85b8	18
a05db5b75982ce0a3b1a8349d4453ac7	18
c7d212c1daf989ddab78cd72367d4766	18
eb657e9ae41b4524f7b54e5864a8645f	18
a433559e43d8165ff81ef38e72843288	18
0e548d779511572163d67bd032b6f0ff	18
4cbfeef6fcf46e7a009051103ec118c4	18
926d6daeaa7d7ea3c9bb22dd8dc008c1	18
2696ea96f3ee33bde9afbbb6177b5380	18
377524189cc74b03ae71d1aaa3c27259	18
7d0540c4467d112ebc65101878a288f5	18
48fb4db02d573a9f9e7d37fb746095fd	18
1538bd9965f2402dde21345646dbfeb9	18
057b300439085418e87f896441836b7b	18
9e32f261f95759ee5db1e97890d8a0f0	18
9a22c35a80e0d617910ba27665111cb3	17
2bbe31035f539c113d122b06e72bfc71	17
626f145fdbcb26731b9ea245c99ef387	17
3cf0eacee99c360cea56dd349f68293f	17
52c1a5661d082dbfdd20f108304d346d	17
35f85ac11861194339d931cee2530682	17
0db0ef74a3c2c2ab38de3ff9895e264f	17
f0422d49267af9f7400d530d2a276e1c	17
5ad459b0a4cd698e335cf4796aa96b74	17
70ffe1a8c7893d391400fc47c441037a	17
3652a90ba0ca5671f871ed9748bcc58e	17
57761b12dae904758a3cba7471991fa6	17
116ecbd5c6024284f777585903f45c54	17
053d95f8680ec80cef015c659ccb1881	17
c5324e84590b4c5498be469f7167b5b5	17
c69d33b89abcb2b22c7d8e2cac8bcb0a	17
4b5d795933a4c8f97d3c12337ce8646f	16
2a3bf01d5aa964a7d69c805383015e85	16
94ba24de4e6e68b6877d78cdd5d6c62f	16
75a1fd2d2a656ca3ee8596e24cedf4d3	16
53ef07851a57b8c480ccd6820a027546	16
4c31780e325d1071d522d0fc67f4f79d	16
bb250bbfa32a93a34ed9812906e3dc45	16
8b519f267281f57a24b4fd1e0b6ad504	16
c5843bb7f346ed67fdd503378c22fafb	16
410b3437174e292d3b6cbfb2f2ac548c	16
cbaaaa473dbb4aeb3900ea64f147ca3f	16
73f952c617897dbd0261268552b5d700	16
9768630c5950c3279265ac3a0a016d50	16
db7206244fe1d6d96e24ff1b9085cf8c	16
be574a7ee9682d04a72f8022093b2974	16
3652baba66b0d23195e6e62235606412	16
6cff0444e0c56e34a8ff96c7172a1b0c	16
c447b6933993d6605ca9a710e681af9f	16
8bd2ddedcb722c9384100488275362f8	16
84213a5943fb24b513566a2dc81d2cf2	16
9a8c984b45dda3c3ef09d265cafa50bd	15
6ed5919247f70004a34863de333f592d	15
b1cc62f1757c72e825d9337dd234a2cd	15
c8e162954d94d176b545ed93797a5d49	15
9211e2b6c45da12b3704637a84d7920b	15
25a10c4d309e8cabb3487c9dc30ee1be	15
4e993f01ab0c1bc3cee5d62b2bfc9fc8	15
4432be7a456917893580c8e3df63e137	15
23e11fc04a63090c9fc96e25326ed829	15
d38b0d644da901126c20ea8e531ca36c	15
be4ce0502c32a4481734d2c035c195d8	15
94b06f36dce09d36832ea61e85117457	15
9b5d9356a7bff966e29bb18d4efe286e	15
5689a632971e0a022797525200b8cb43	15
08988e58ee4423ecfe06febc88c99177	15
2d7b7245ddaba15d22fa1609f2dbbc52	15
5daaab37c6af9957e9df6e0c30c597fc	14
d9a6fa8c6d435c97aab876099221fffb	14
9b2083ddc5060325231c067ae7c95116	14
8aba407eaa74bb8f1ed6f9efe0cb20b9	14
d083f7b8c7002d492fc20c4203018570	14
1fa8a5cf8cf32d18a7e449373f49b274	14
c5c3b8312ee84d21a81d2297a57b91c2	14
4d77abba45c485abeffbb1d91d152718	14
f39c53460084bbfe3499d2babcf5e30c	14
9cc4119cb467351f90d9ba8cb444ec7d	14
e8cdf218fde9081cbc317725dd043dd3	14
cedd99d4d2b9613ecd324ff0cd5637f5	14
9c3f5be88c0f8eb4a6cc5100ed342086	14
cf764b824f9808c9fe568e9578e9f345	14
5d60481a70bdcfd0856154b5f7f772e5	14
154978bf699009ff8a7f9b730e6075b2	14
d5518d343bfb6c66ee7860833d516688	14
dd9cdd9fd1ed00ef14fcf60a5406a58d	14
31ad781c07b69365a1bd05294edac63f	14
7fb2c8e248d9f6baf76cbb3d0800bf22	14
3ca3f832b30d67e278d062fa912d37ba	14
982668190fb6bcc57c41acc8273963e1	14
7077b225dae059c707340a48d964b890	14
442c82127665c8ffab987965974dfa75	14
78293c35181e3321b3593d68b99373c5	14
5e576e99ed86d5462c8fca826aaf8e2d	14
0d1cf319fe9f4a309ca993ce09046877	14
7f90225acc8f3c08202681a035fbad0e	13
c69dab066a1893aae47b03c0e284f1d1	13
9b3c9f9b1adf05eef7268575266c14c9	13
9d5e7398c801ea2959fc0393d59f790f	13
7de96251b1ffbe3b792bfabbd0af743a	13
7acdcdca3c690331540039ef03f0df3e	13
b1060214733a6056cea366c05890fcc5	13
7f9a786b8315cdb0494035cfed6362bc	13
9a41f199e23d6ff2ae54613d6acbcc7a	13
0b27496e9d808834d7d1654b5394b1ef	13
18ec6fdcb331595c2ec70c497c55fa89	13
bbca8601346aab812c3e8ed102abe974	13
4a9fc96445c588973191d46738b2ff22	13
7bdfdfacc2a4c2dfb503b86b553b5530	13
462592ffd86ef4318d54f9e31e6c1c59	13
018f1c979e847f63881b53da39035372	13
177e30fafa76a0d21870f5dd89055682	13
613722ca8cd881f05ee963fe1cc74b0b	12
19fd45fdc98028d9c666e1cf546a6a94	12
9b72a188dbbbbd9ac936b7456b59f86b	12
b9313c52d2a91b265034cdcedf587418	12
c77294a8ba7de0e3f51bcfee79cd0dbf	12
7bb51637f557cc1840746e575447b2a4	12
90dc30e3948b71271a1e61548d101625	12
729b0d7b79fb2aeadd297b332ef9c9ec	12
070598c0f51efa3d3e723045854d6cb0	12
ea7b8cb43b1fa08ee2ef0a007ea64ee0	12
a35bc328cdf2f0e1168f3ccca640759d	12
a12f488694c04cdbfa5f065463a2eba3	12
36d6e92b28d9f09676fc30ad64e9ddb7	12
db40b8e9ef02fe555656d83d50f7092c	12
0d1e22a402fd6a0db172b58773bd9cd7	12
610158f7d727ecd27b0cf6fd1861a37e	12
94b143677ce23923cf850c94e96a54ce	12
4e4eb7640288f55b0552b8fdca0e94a7	11
88343160ac0a16e1bc71f6c9f0ffed3f	11
dd0d660798fada7fa9a38cac71e9d485	11
abe5b02d93855532dcfb596a021b5501	11
ed65d804f592f2ea856c0bd34100413d	11
baa108bb922f475b90783d8502952666	11
fb6435513b7327d1a9be564a69a5e378	11
502faa03569f6d76152c2f2db225716c	11
edfda9e831f4b952d7896670053c324f	11
5bf267bf2e0a41ec0aa08b6de1d6c7f6	11
05ce6a1f2e5cb87fa85df379440c7c53	11
8be13cd9c1608004ca392d3dabaf2c53	11
630de4498b34ee435b6a96f9d8d3b0e2	11
6de5668fc2cb70b251b38fd37c2a2058	11
9fb5a8c41507798de37246cdcce516f1	11
8fa9654326cf47826498cc2a40df1d7e	11
4a482af103dc619f7e8a82b07436a012	11
6d26bfb7f1b85a2b4cc0ab4bf85af1bd	11
eebc0ecd6dd1eb01d80944edd9051d77	11
fa9846cbd563a46daec86249ca978822	11
72dd3fc2820277f92974d2c58d999a22	11
84690c8bc77c86868b8bdcf789966128	11
87dcf85d182b3826deccff1bf51b5b5f	11
c248467ec4a2951b81224372b3069bd1	11
a24a4e5f68a7f0c25dfa343efec6425a	10
f4e53766fe3e3099a06f5499bd18d45e	10
147df4a327bf606c4dc1631abacbf28d	10
8afc109cdafd7122d871f9eee558ea3b	10
c620093455362c5463e0ce308e2585a3	10
232a8ed92d2c44d4af7144847ff57cd8	10
0fbc5ed44e9ef931acfe7e2aaee66537	10
a80e8f2c888805529b1cd0b99e308d2a	10
39f3f0013aae1e4a0b14bb39c3181983	10
8c8f50aadac2410fcad207e28c98f85d	10
c8b00404b8b0ee0e5be19492261cba27	10
319f87d273e6c83047027956cecddf08	10
bb525faaaa8b3705e3378c518a016c16	10
d0c40e71e8e0e9c4f44bdc9813952c41	10
c42ed8977b8492871bb21bf9a40a8f77	10
474c472037f4ca4d12a5cca5ffee7fed	10
336f20128fbcb20cda68d6d5d1ce2f48	10
76fc82361e4740330f6d224c08d97673	10
e7b9523b7743fa191720055108f8851c	10
323adb8446501e80727577fa862d5c00	10
700843e72be9afb0dd76a910925dd15d	10
05f92d8fba231a085d000afe66d93980	10
19d71a89b69db2f19da60647341b6501	10
a0249d57a86ba86558e1fb68c4aa328f	10
cdc501346baf22948bb31161fef7c1de	10
1691bce3c7da2698f880ebf0e6b58be8	10
6f891dd331d84ba5f2bcc8f98b70cd01	10
a11c1c67d33bef384148bbf1f99d1bb8	9
b9d443f468b991d9905bd2fc56e291b7	9
146ccea45f7fa2538c609b694487bfe8	9
1497d827997e0f4d32683eca6382393c	9
755d0d2e29a5dc14b105998a847c7795	9
4e5d2b8afb240163d6c4746fef453f98	9
f743baf52492ba39020920174dda7674	9
093b5e05c7000f77658b36622b728de0	9
8b285198e287a32dc873fd952c9fcf7a	9
ea635020666cd5fb68b3a6aea3dc5ad1	9
f102193efd6f0fd364bff7822cc7b868	9
1d81b2bcd6e274fba92ee0d45d89bd7b	9
82ccb8f07656c7399e401409936a416e	9
97181bbfb98d0da7791bc05a7d51e0f2	9
598bf6e333ac4e0f8445c4506ff3773c	9
fedbe1751ce0a4b247abde21234bd8a0	9
bfb9c8c63f77b656210bd2fffcd1f2a1	9
17f08f96b2e881d44cf50dcf10b3faa2	9
47d6d415c982435b80fe2b659d56748c	9
4008598b3a8b68e08b22a5ea214065c3	9
5650c65b404344663743ffb907131495	9
