feature-id	frequency
335f8f0d768909223509dde5f3d3e1dd	424
764e5b06cce9445a87165a0cb4dfdd8e	422
928d03e097a3241bc6a2fce665579c59	417
a6ccf07fe4b0324218626c88754378c3	414
d98f64755cf14d3910bbd69298d6c8f5	412
d6242c25ee1737a1c9f4fe0650581363	411
6a8d352ef420a72ef9634b79e2d410e7	411
e987b56326885703e7c4ad9454fbb60c	411
35df82cfd35d2456915f259632c74d37	409
23e1f23f9e7c5a3d42fe879328d30e24	406
a20e976a91d6462d4a8abe6b02d00ea7	404
a3b5c7ef513ae97f25a6982d70470315	402
00f3bd407430e003d82783d19dffe94f	400
82a4f0c5c75a1353e596241a5adc220d	400
e0ad41b236e62f7d39b9f06e4529aaa6	396
7f90225acc8f3c08202681a035fbad0e	395
608854fb34907208b08a21495e45ffc8	393
f54ba9878bce57cacfb312dba2d489b3	393
e930cccc891c5a9c47da6c202598d883	391
0736cd3f272693b5c39ae6168d97dfe4	390
bcec791c6e13104639dcee7c35bb0e78	390
e1e0e72c518ccbeb2afe12f9727fbda8	390
e3a9e5f873f3a21351b8feb95ce4a84f	387
c88c05e7ce661efa1a23bc122383c8f1	386
78293c35181e3321b3593d68b99373c5	385
c4db1faa9977694766ef0bdc293c9909	384
8c8f50aadac2410fcad207e28c98f85d	383
f906e9f9f88bdcbadc941631a8ee7265	383
b8dde288e5f05fcc55a9bcf5342df771	382
524dce8ed0550a522f22d27e6712586b	382
e38eeb8bd60fe8d004b20eabccf471a9	380
ee0110f934f09f758533463a6325bbba	377
58f19318c322419629d351c6fa2ba1be	375
8d1c71a691a752cdca9f04bb331b4b46	375
e73093de1095e5673e9b9b7e80c8ef6b	375
59ccdc942e2b7a15fa0995de5c0744b7	374
4a6be01a2e886eab3a0d45826002c5cb	372
c64b6ac5763b1aa946a1c84ae504c785	372
6f76ec12b3a62789198b166f844d1fec	371
1a4aafbc4717c93911e272a3abb05e49	371
bbe3d8aceb76ec913cdf57eda3a119b4	370
00a9ba8baf9f6ac182217bb2b174d64d	367
76d271b8f06931cb4ee769d4374a63ae	367
cda1d8b8988dba6e9dc9de29c014376a	366
8ea91d3d3edea2a5d850633d4d61ac07	365
ac01726445a32f5871cb46f75d2b30c8	364
0be382086b178a6772fca08ee2530597	358
0221ce2d91f374dcc2eb682e43c38185	358
79a6f8da5d8a37fb6442af90f053629f	357
c81617261d68c38c595643b0e41ea21b	356
67c529c3a2dc58774043011a98f26130	356
2bdbd99d0a05083249a5a6fb1d0696ee	356
59a41de865d07b0d5124288be8f0276c	355
2ac2966896626a8ec650fb3fdfb7aca8	355
89b5fe4a44e911d3510b7773f7eb5c0f	355
9fea91591d81e9d5d4c810ee2f4c147b	355
3d8a33efb4fd686fbb67f1167a07b93d	354
c6f1c5b0f4edf7b049f68f4b6e617a15	352
87314a87d19d3fe691200031be08c685	351
bf4fcf6434169349ef651e2a145f9d95	350
3725d82ed4ff504a9c7bcda8ce55f2f3	350
fe5f758ea662a8c2fbb35f3f8c378c33	350
6dfc25f1618b8918b9f4f832ca3a6685	349
0db0ef74a3c2c2ab38de3ff9895e264f	346
d31379691c8190e9534738864e3e57e7	346
6a3d2653a2a491d5cb3ebdcf5de80f68	345
84d8e97d085abd963b63653c95205428	344
48b114bf10f7f2277364457b94a7d5c2	343
c3a529a3bafb782946bf256cc9737ef8	343
0649cad21216e2d0f24dff9eb105ce44	341
1e71b7067ad81316ca9b1c97931f202e	339
22e7f5d1f5476d1a499b3ee1aee9b6b1	337
231659a6b11effb92343c484ec7ab643	336
9e32f261f95759ee5db1e97890d8a0f0	335
d18e3b24f8f67ea8e9d4340e506ab185	333
d577477881a9e55da646a4bdeec9647f	333
b8a42a87069d4a7dafc7bda093b5acea	332
26e94b581420ce3abed5088519ccfc79	332
762637e2538d4369aaa3dc579182c22c	329
90134c549de63a066233df2dee2492a8	329
981addeeecae183a356b69f55742e994	328
8ecb7db5f0c15d30956e94040e3850f1	326
7f5ed2932229bbce33f8a7c8452720a3	324
2fd9f834410e37fb6bca4726fcfe32bd	323
2649d779980193fd246832eb5ceab22d	322
4532e9fa418274428e579fe2bb21a989	322
891ad8c19a6000a4d22f7cbc688d4e09	321
fdd652ba7b692982debe4fd2eb507f3b	319
5e13c5c338638625928b6403d3c08bf4	318
b9c7ca10841b733f74c8d8440e3274f8	317
349904d56edacfc31111a866d6338304	316
4930abc18bba8117554541a8412c4413	316
19d2af7b904307568cca240713197400	314
bf62c3433c734e09837e339566e951c1	313
812f3e73bb99d8eb4f16e2cae4bae189	313
f89206272c9fc07b95a35745777b2867	313
31307d1cd13037f134ea66cd5ee045a9	312
77d20e3a10372859cebf669b95255d39	312
9de8ba0c4665e447a4402205b95cd66a	312
14f120f194c0cd0794d9fcb30bbb485a	312
a434b270861d2c61f8890657464f9836	311
16862c9b2017918688661de460c7ffa9	311
d5037a0f77f5511c4be4f831bd6e0fcf	310
0a97389897fcdb251e47f61a037dc0a7	310
934aafcb2b241383d450fca20f54c2df	309
7847645efdeaccc8f23ba7883654022c	308
35094c665aa5ba730cdaab92cea98d18	307
a9785564a5cf7b2fbe92027ce8f26036	307
8f4173043d2598ff8f6105d870d5c22d	307
b37e9b35c6202bcc9b73736cc1ecd6b7	306
7cb36029d9654519f2f9041c596a194c	305
a0b2b7aeaa9421ef9eaacdfdbcbd0bbd	305
0a64df512a756f950308bad5fbe328e6	305
a863103d4a3fd9af7b65942a9be5f3ef	304
675287333c511d3ab9a125b4f5b53104	303
aae0529783a29ef84e3532f5260f5c4d	303
b14ab04a2da6b9fdac2c93c738915d61	301
bbd652e5ff95001adcd8c3b7baa80e2c	301
f9f283a4822ffbade29dfda1a1973c6e	300
77211549e763a7cfe3b45380018dc68c	300
36d9a8e2c4ba3d927d209373783d1ccc	300
99e81cbe698557a4d8c6027f3aad4ea0	299
f9162ebb2e1659352b8c4afa265425a2	297
7e9eb0acf89d8f67d4433e8dbfabbd4b	295
eda035239f367c6a38a13e44f82e22c6	295
029524347cd809097a2a51b331259abb	295
fba79c523d23dc4c4eceb14b3abd0402	295
eee145b168b9f5433ca3676e5e4de233	294
3ec39e3ce4dfa6e077320a2f5fda22fb	294
d765832cc83175b8ed62c55956c38c31	293
3af1877db6c13a9d52a5a867005d2652	292
3ea83c1a6b575b80891661be7ee4b82d	291
1b2f465ac1de8f921fc1e64658380ef3	290
ed4ff82551e88f966778b801f8fc24c0	290
b53e22feeea73f6e69c5b863851382f4	290
5986015021d92a888ab439512b3f91a2	289
6f67a8ea25c46125a6861f93c193e9c6	288
a36fd5938fecf6487ae438c4f85c7a79	288
6d3f40db2aa44392bdf6d1ca7700a8e4	288
a766076ee95af24a993ac446a8127dc9	288
9cef44e910b144262c49170eff3b206e	287
bc8aebc671e1e8aa40d1daffe812b5d0	286
3d0e092f7e86f6522b85956f421d65d9	284
82dabd156e68ded17838a42cb028d7f0	283
7cb3a38f852a2ffb9ec90bfb2a0aec06	282
04f428a099293900df344f153a2817a3	282
2dceb8ba2b7dc94480221f55ee6b4504	281
381c29afc8f0b95ebeaf8121b2c8754c	281
f24644cf43f51398045f18e2642649e7	280
1807d1a3597601b9682ade377a9d44bf	280
f5631410fda2c00f88b2f6aa4596c199	280
0a2d8d90df61c3a5aa327f91f715d3dd	277
42489edb379b1bbe11a380cc01f174e0	277
aeb14c488e62324c1455b5d46f2d60c7	276
9bd1884542e6a63910b284d5efcfc95d	275
7e4802f670945ccaa5300664f1dc875a	275
fce2a3508183423021cc940358259f97	274
da66385a318000041a7b3ea3729cbdea	274
cf7d2872d4f38783533b11f645d16e49	274
520e6ba16e4e2e79d0bf891989d995db	273
a317f24608a8fd48c7fe1d8d084a08c7	273
b352cb52501776eeee38beb64b2482db	273
1399ca72c269592c2cf32ca85a34e68a	273
5e757eaab7a6daa932b4f83770b3a409	271
1a836091c04b81fd77780c6f25f5195a	271
be2efe0e75ee5b7cf29c107cf034ce7a	270
8a557a12461daa9222d5a93fcf3378ab	269
1b107bb26f1582921768da22d750c4b7	268
bad02cf27865592db77b9cc95bceff80	268
a2c01057415628643323c5021cba161b	267
63a62fc5b0fefe793839ac62ae3e8107	267
14138033be2628cc40c8ea733ca0fdb3	267
454d90abfc629ed2f957942a7d39f6af	266
d9f4e3533b5437b4273d7e04e6533c82	265
ba5aa896743d764a8a688151feda4bde	264
f743baf52492ba39020920174dda7674	264
447519ba43ccd6eb598fd952cdf9b6c8	263
892c100084d7cc32b1492ebdc435cf40	263
1c054b52d9497c70b79eb5cc5ffa2945	261
65ece03f4fc52cedbdf6e4bd5c14baef	259
5ee5e9a7f76a0c81247d25c19651af92	259
074be376d356b6dbff1b1680c3b30feb	259
fd940c278a092fb0e80ca7a6f54b1ad1	258
f2ca76e60c839e9eaea96bbbdbd729ad	258
dd37ecbc36b2877fe716cd02b3d2acfa	257
3dc28e7a898c326a5208f655e50f5256	257
bd064e848bbeeb80e6a231613f4c8128	257
663fb1ec9821bcb5c8e6f48ea229e7f6	257
9b311b480f61be347e29fe12b3229c19	256
704ac5be823815ebfe91d4260a34e967	256
bf1f86436364bd11695e7a9b247c44eb	256
e7f39817a8985c430038e4e0d29aed14	256
c620093455362c5463e0ce308e2585a3	255
c6a2c343bab96e24ad6f6066268dc791	255
88343160ac0a16e1bc71f6c9f0ffed3f	255
0ac54363342429c3e03a732f60f624e0	254
928dc0b517f438202417414860440370	254
849530bc87e5d0ac681386d814e88860	254
71450253eb89b87b78cb7252451953f1	253
33d8e7f67fd3c76aefb1ebd722c63a3f	253
c1aa1299b472a76521b8e2091ade3fcd	253
439d8ffe06ae07fb5050abdc580fd1b0	252
413a667eacdde61992b59a477f51db07	252
7da14394c2e7fe86d0b6bcae38e31b1e	251
0998e195a22080f3a91dce100e8dafbd	250
0c3fd156f1db9526a7a6110ce5a5d998	250
fe4c90e1f8abbb6fec106b4144034c9d	249
013690d0514e6b5f4766928244a0c978	249
5cc624f76dd6558d64c530113fe32ff6	249
06507fed7ef5226a06f0c65604d6d78d	248
07cf1825c7aede34333693bd0eac9de1	247
6a4f2541e1349eddb07e4f962b3036f9	247
9667921c1b1bf181472c841d80ba90b7	245
1f60c32871f83d6866fa8cabc42cf816	245
264f0d81ca3f81d9d6608eeb778b329c	243
4d6ba3eb0e234af3a20f2799d1e4fb76	243
c963b53c4a4a5ae19a27c0535fe90e52	242
095a06b2d2a44950325e9af4fdcf497a	242
de0cab8a6d7a890fafd7bceb229238d2	242
7077b225dae059c707340a48d964b890	239
a48ffd56ad7a4a9690a0ec193487d5dd	239
293ed3f79b636251a308665b0417da78	238
fedbe1751ce0a4b247abde21234bd8a0	238
04fd283d5d4eb2e1b1aec3b808395871	238
505eabc877ded7e6af2f5a347879a728	238
bb6090eb504b378cb08f0a3628f3c692	237
79f8ba0c033e5048b59111e6c24552c8	237
8c804a21889df2eedfdbec1fa09a5360	237
550a7853b7cb4b3a290bc4d2038ac501	235
38e2d4779703bc858b315d7b0a1935d9	234
ffb586dd6138cac944b162e7a36190f1	234
d36e5669a9170b537d650a117f463fb7	234
7e3765ebb3b79c8e04a26062715ac38d	233
f9f2c86de517ba3c5978bb0ae984a8c5	233
05c6b46a5410fec61448a8e88c76cca9	233
739b2d6f47fc7283abd17757e2d0d1b5	233
60e1154ec40b484644ac3cd54db5ba84	232
c969fae2624b6c6d316072765a0e61eb	232
ac82a1b39a483c0c9b4fe1713e7a9e6e	232
bd4eab4297684736be07e6561892c266	232
b730e66fe6f63926ffe733039e04c6c0	232
237a0940d69b411da84b384cd036dc2c	231
36af68fff9abd9ad37c5e2dcd3f6cdf5	231
92b951cb4c28bfc6a6c868005724ae66	231
d509fce69db6a787483e192c2c123981	231
5c95219050fb8decc40d471e9b0d38e5	231
5fe0d77b6c9cfcb385950f9bc22ca88b	229
4a21cc1f3474cb5b189f143b0258eb4e	229
af55e762d3bab6ee71fa313adaa0fd6d	228
9a8c984b45dda3c3ef09d265cafa50bd	227
e2443ae0bf28b8d9ce58d01772626f11	227
5d757c7bb2ef61f39bd577f2f7883531	227
775ed2f12d8c5c9d5a68e128168d8c72	225
9ef50422b409a87c37c14359ecd960d8	224
8ee327bb838d0158c5e1ba0ed115dae0	224
af11340fc136b4c74f097b7f9ef36e7a	222
4818c3260af9b2e26a0ecf03ed9dec59	221
2b74af6a747932497ebf9b2739a6fb4a	220
2f13f1ade649ef563eafe1ada8f8a4a8	219
a7e370a70dff6e84af69bd9276bb966c	218
66b2004ae30d5b98b5e3010260008e07	218
3660ae599d0f3d38f100aea6a187a02d	216
f5f024d25551076b368454e686f002ae	216
8c1aa6b109d4b8b00709a13ea7513794	216
1631f4015373361d8effda6d7745d9ce	215
9b3c9f9b1adf05eef7268575266c14c9	215
0f8f7ed3a0b1c3d8293535d7f4b9e959	215
e71c1b1e536d71f0c82a3412512eaaa3	213
298bc648fa47a8dca7428a8115eff1a3	212
212c6f30a0913698839006df658c2eba	212
57c79dd3a6939085d70163b0de6ef3be	212
88e664a93ce9e7297b4771700ca88f9e	212
edc071c843321fd4e1ae399ed4d0260d	211
b40eae6c3293aa5833eac22f78eadca2	211
e1c02096e2f65cd8e979b1123ad4b315	211
b7b0815e572a32491ddce01fce481c89	211
4346f6be2351f4931df7f18a50c9ef5b	210
9b4544fe206193e924679c828e97703c	210
b1cc62f1757c72e825d9337dd234a2cd	210
aa170ce55244b18dd6c1ce1b8f6f7aee	209
577a6b34f35ad74930fe09fa9e6bedf1	209
a371c182810bdecac7cb46c7a454e03a	208
f9f0ebee83aea4145721411df1372ee2	208
1fd3663a4029469f0b7acc634d4918a9	208
097375b816f66780d48dc80c014c9d07	207
a5f7c70ac27b6aabc43ead1fb5fa67ff	207
39f3f0013aae1e4a0b14bb39c3181983	207
fa91b9886c9d55eeb086670ecb81faeb	207
c41021321caec42f7ecdcc16bb0823c5	207
ff29f9d3a0580beb87ead55543dfb41e	206
437f8124a0f9c729f8670f3aa6ca0744	205
deb9981a49a70de043fa27f27e246c8f	205
1c230b51eaf4637594adce6330376558	204
a845b0248385b67d7d503c0a450b5ac2	204
756e91b9b7bda364e2a6a16e34236d66	203
